rb,Month,CI_min_lower,CI_min_upper
p34,1,266.3708852478386,267.75174388517553
p34,2,267.03241485848343,268.43577032259805
p34,3,271.83309949903844,273.0602660719427
p34,4,274.7914010715029,275.8873126605495
p34,5,279.3723927655675,280.4207884557868
p34,6,285.4977263963382,286.329335364603
p34,7,288.79701356554114,289.2616344806075
p34,8,287.84622444918557,288.40001185866595
p34,9,283.3461384997146,284.1824727694901
p34,10,276.82730919257546,278.0383534907523
p34,11,272.38884186398207,273.67435823916844
p34,12,266.41229003506555,267.904347037693
