rb,Month,CI_max_lower,CI_max_upper
p119,1,270.6422845331318,272.1896899576489
p119,2,271.27010565215556,272.6823716390481
p119,3,279.0431289583113,280.96901877077994
p119,4,285.9513786868027,287.870767461179
p119,5,292.79782026975244,294.1427930908056
p119,6,296.8604571908809,297.88477035737753
p119,7,299.18340925569544,300.0942661625842
p119,8,297.9875374422367,298.91745693051706
p119,9,294.04193256330325,295.29377093128187
p119,10,286.8604260839407,288.49731518040545
p119,11,280.05926774356317,281.44237798282995
p119,12,272.90747442332,274.251785146925
