rb,Month,CI_max_lower,CI_max_upper
p83,1,271.3612953171894,273.0108302007585
p83,2,272.72364515282663,274.5679107052098
p83,3,283.8860033248197,286.0645344283674
p83,4,289.75982211996643,291.4200549480945
p83,5,295.8307264066277,297.207987194524
p83,6,300.8765089657434,301.82143135445705
p83,7,302.8161016022699,303.900771178626
p83,8,302.8076988166783,303.8182985263314
p83,9,297.69758978591875,299.01041438493615
p83,10,290.40471206634413,292.088032029298
p83,11,282.6601340242746,284.31778630475185
p83,12,274.2880768652254,275.81151650483406
