rb,Month,CI_max_lower,CI_max_upper
p125,1,275.8596733542087,277.3970508411772
p125,2,276.56584400357593,278.1855061280574
p125,3,283.1490189705119,284.7811849711932
p125,4,289.1241157085049,290.6967811523544
p125,5,294.7825899255804,296.0052620057194
p125,6,299.6523715584731,300.69998403109366
p125,7,302.15506086608366,303.0167331357834
p125,8,301.1248396666931,301.9317427996398
p125,9,297.39846867139875,298.44235557304637
p125,10,290.90028717674704,292.3321411199497
p125,11,284.1764442908717,285.3710798828462
p125,12,278.31326271951485,279.77401932605363
