rb,Month,CI_min_lower,CI_min_upper
p82,1,261.31203779934157,263.37971184389863
p82,2,262.1164878462062,264.5412197842315
p82,3,272.5585537843041,274.5936064864692
p82,4,277.7807988616038,279.34775134713516
p82,5,284.2449964640896,285.6367963294382
p82,6,289.6127746576681,290.73333702032045
p82,7,290.6516389534426,291.7281679743259
p82,8,288.8036626533079,290.00986797379437
p82,9,284.5424203239239,285.93889433341144
p82,10,278.66261477772986,280.13890926625
p82,11,272.7386303541379,274.1726627331819
p82,12,265.4210152889816,267.25592939105206
