rb,Month,CI_max_lower,CI_max_upper
p88,1,281.99696491026486,283.76290744173684
p88,2,284.7110532568427,286.65411807893
p88,3,291.7536525478062,293.40016539078755
p88,4,295.64858586138325,296.97814038911827
p88,5,300.5175364511666,301.5448809587025
p88,6,305.60385371720395,306.3457372174322
p88,7,306.14972229247786,306.9292639863506
p88,8,307.01158445142283,308.0287882698893
p88,9,302.85390683032153,303.7950155685727
p88,10,296.0067967428075,297.4757216281005
p88,11,289.8549167969617,291.30087108754185
p88,12,284.08696415639696,285.7424682482227
