rb,Month,CI_min_lower,CI_min_upper
p133,1,263.8676955955575,265.64884364099817
p133,2,264.54095265746713,266.16984003210433
p133,3,269.6751366650293,271.2953221207214
p133,4,276.0450817634982,277.1678285374773
p133,5,281.93538315498546,283.03313016751014
p133,6,286.8338271856766,287.85238088222553
p133,7,290.40746223850505,291.2234143080887
p133,8,289.2956205509065,290.1412443236501
p133,9,285.47253661749795,286.6526924003777
p133,10,279.7346578153564,281.0312425272283
p133,11,274.38993265276304,275.6533202106
p133,12,267.81578939171607,269.36847744860984
