rb,Month,CI_max_lower,CI_max_upper
p58,1,287.0173655719828,288.44803776574616
p58,2,288.8977678809469,290.4860162981625
p58,3,294.1822479846473,295.2959769789699
p58,4,297.865386488449,298.79649665663925
p58,5,302.2719322672907,302.94184600991866
p58,6,305.7197326702269,306.3794706014887
p58,7,305.610482459705,306.2490332330531
p58,8,306.23707133362774,306.96242249935807
p58,9,303.0485070609699,303.67074199631236
p58,10,298.4260359397134,299.45587361003857
p58,11,293.2148221366129,294.28074389910154
p58,12,289.12579710039824,290.5248854708909
