rb,Month,CI_max_lower,CI_max_upper
p106,1,272.44176181519947,274.0474524300356
p106,2,273.5033316914003,275.31982677720345
p106,3,283.8534699214713,285.9662603235257
p106,4,289.67165732978197,291.3470769708373
p106,5,295.8412479301137,297.1895945862832
p106,6,300.75137811549945,301.740267305911
p106,7,302.7524458978105,303.74635328709394
p106,8,302.5636331561178,303.47628444263125
p106,9,297.62880125904786,298.98950691718625
p106,10,290.45457586108455,292.159059384315
p106,11,282.95353957708653,284.59085441677723
p106,12,274.88268750706584,276.3501556481111
