rb,Month,CI_min_lower,CI_min_upper
p129,1,258.2337122292825,260.32937576975615
p129,2,258.645968964319,260.5693279494504
p129,3,264.62732062404984,266.75452979985926
p129,4,273.39134609308576,274.75619736965655
p129,5,279.9938238706651,281.347356195983
p129,6,285.0072631481928,286.05754065517203
p129,7,287.9599610006099,288.83741029474464
p129,8,286.8805871827228,287.79110684139505
p129,9,282.70958306382545,283.90146594834255
p129,10,276.7275219143505,278.0150455251953
p129,11,270.73624621352593,272.0875482222535
p129,12,262.2377654645303,264.002422875051
