rb,Month,CI_max_lower,CI_max_upper
p104,1,269.9973086695979,271.3698956593939
p104,2,270.1169248456666,271.6179232534402
p104,3,277.99282624389116,280.01290381785157
p104,4,284.69295730219955,286.33962485505555
p104,5,291.2928334667903,292.6151540696542
p104,6,295.61771323472766,296.68038032388273
p104,7,297.9170975188645,298.80542687257235
p104,8,297.07478840161764,297.97074588797
p104,9,293.0028260347159,294.1751121766516
p104,10,286.9350919915701,288.34178863317544
p104,11,280.34555340092345,281.74961191040006
p104,12,272.910623049987,274.013497760878
