rb,Month,CI_max_lower,CI_max_upper
p72,1,274.3889216669871,276.1429972424442
p72,2,276.22914437006585,278.25585358737493
p72,3,286.59869696395384,288.72143349230936
p72,4,291.9978975900255,293.7613155835516
p72,5,297.5648262166548,298.87810016952477
p72,6,303.4698466023897,304.4611972379963
p72,7,305.713339768886,306.7671747475286
p72,8,305.871103454446,306.91446217959736
p72,9,299.4604209338835,300.685954488937
p72,10,292.31629406639973,294.0179480647627
p72,11,285.2628481575543,286.94429517581517
p72,12,276.84235237526417,278.45473912947006
