rb,Month,CI_min_lower,CI_min_upper
p70,1,256.5540090277787,258.96059859660744
p70,2,258.2254573665979,260.77341807633877
p70,3,269.625273539311,271.98863392420105
p70,4,276.3637660873254,277.86533962778867
p70,5,283.1153542705536,284.4856748646792
p70,6,288.7967528448407,289.86605791636174
p70,7,290.3949902242818,291.44096898341996
p70,8,288.5317481404531,289.68560131042096
p70,9,283.4971514323015,284.8945550943349
p70,10,277.63784430439324,279.13923662529083
p70,11,271.5485929006182,272.88577286116293
p70,12,261.35245581037185,263.38246519631895
