rb,Month,CI_max_lower,CI_max_upper
p73,1,275.742038731143,277.5369945408596
p73,2,277.31542783545916,279.3795406644186
p73,3,287.3185952204571,289.3608366965514
p73,4,292.1569430077376,293.8878745929385
p73,5,297.2149025726225,298.49792286799726
p73,6,302.8836788854208,303.8182730276737
p73,7,304.8975748168036,305.9146862702613
p73,8,305.0065097780184,306.0250462741984
p73,9,299.11824566154803,300.2813074282258
p73,10,292.5013794974096,294.11707360638485
p73,11,285.9300666232346,287.5402880895852
p73,12,277.88886021149915,279.4868250598961
