rb,Month,CI_min_lower,CI_min_upper
p45,1,255.5239973468096,257.835558362781
p45,2,257.34074081025943,259.7090093676998
p45,3,268.6414385676028,271.0626774099983
p45,4,276.00827189591456,277.5955866848281
p45,5,283.07500800388624,284.4232162835834
p45,6,288.4918670344509,289.5375809261365
p45,7,290.37332241538047,291.3261435352075
p45,8,288.45846550401825,289.55440007604784
p45,9,283.36841457256867,284.6813857407077
p45,10,277.36672869754983,278.88268181320706
p45,11,270.80918435603724,272.22275710912754
p45,12,260.08868346064696,262.02313204032237
