rb,Month,CI_max_lower,CI_max_upper
p111,1,270.98080531288616,272.4928576347855
p111,2,271.3331046334984,272.80037947488455
p111,3,278.16305922231663,279.9815137644596
p111,4,284.7647765328997,286.3275848113581
p111,5,290.9154680865263,292.1527569232103
p111,6,295.4348737035408,296.3679753835478
p111,7,297.25430282820724,298.1136003034413
p111,8,296.5299494249821,297.33976453278694
p111,9,292.9165748291618,293.99263933629624
p111,10,286.8397303621616,288.16833606804323
p111,11,280.89649529230377,282.1914226536516
p111,12,274.1854330395902,275.4133412634651
