rb,Month,CI_max_lower,CI_max_upper
p3,1,271.90950557074495,272.98567197805744
p3,2,274.96458634544945,275.89786666446173
p3,3,279.98710393526346,281.08941354719616
p3,4,285.23653199984386,286.6069779104925
p3,5,290.9349303595409,292.2656779572096
p3,6,294.84904685115544,296.10587526716415
p3,7,301.72787679145335,302.8108238856047
p3,8,301.41352658878645,302.58260465677176
p3,9,296.8390465788972,298.1753483060651
p3,10,286.43189388788676,287.75745308487603
p3,11,278.0574365258662,279.4970575744184
p3,12,271.6101060623025,272.7878776827213
