rb,Month,CI_max_lower,CI_max_upper
p120,1,273.513281081121,275.0778741151188
p120,2,274.22075690947537,275.77938089925834
p120,3,282.2984038702832,284.1470027476332
p120,4,288.5986231831458,290.40257639250075
p120,5,294.67823538928064,296.0240134350537
p120,6,299.13900156616086,300.16383178605207
p120,7,301.27707664604435,302.2035442086689
p120,8,300.2893552338497,301.1884728650919
p120,9,296.2349235331589,297.49794105442544
p120,10,289.155775600758,290.808927046135
p120,11,282.33838023681386,283.65787099221785
p120,12,275.4505707488446,276.8393240974832
