rb,Month,CI_max_lower,CI_max_upper
p42,1,259.9015141157272,262.037201640087
p42,2,262.49600943648096,264.5864832791879
p42,3,271.6943755432011,273.7925529249835
p42,4,281.88435995733516,283.98830621849015
p42,5,290.69169594836416,292.21036836700097
p42,6,295.65637325322746,296.8404144360867
p42,7,299.5456831764051,300.6088890462853
p42,8,299.31216680901815,300.3320928473385
p42,9,293.4506013877716,295.0816298262978
p42,10,283.4286419894686,285.1340143186836
p42,11,273.85978064000966,275.57225264160894
p42,12,262.59274959312404,264.28907727872365
