rb,Month,CI_min_lower,CI_min_upper
p114,1,264.1702044146226,266.1294733483762
p114,2,263.81215858795116,266.1038509254893
p114,3,272.6084364259492,274.67053235637013
p114,4,277.4989159492019,279.1667275015585
p114,5,284.1237027079759,285.566903434642
p114,6,288.6080951141558,289.80141201396015
p114,7,290.0183558767719,291.1599699899973
p114,8,288.55046620509347,289.7376529986917
p114,9,284.40125870537264,285.847464141663
p114,10,278.0116830057277,279.49830635031094
p114,11,272.337946266,273.8693876857683
p114,12,267.4326866345508,269.10411182925725
