rb,Month,CI_max_lower,CI_max_upper
p60,1,284.88107613366486,286.7449573850054
p60,2,287.2049338464707,289.5198857210272
p60,3,295.103845671207,296.7116485270546
p60,4,299.7694454131929,301.32519793376173
p60,5,303.3135448841912,304.7957099289914
p60,6,308.7395157107921,309.7213794442228
p60,7,308.2569757575299,309.15222321687594
p60,8,308.9620662954592,309.9066290394617
p60,9,303.79462784105397,304.98331529000063
p60,10,298.0752609388264,299.4090593480874
p60,11,292.33036940194415,293.89354952018834
p60,12,285.50888626543065,287.2671032094173
