rb,Month,CI_min_lower,CI_min_upper
p113,1,263.1654299309527,265.1543030880587
p113,2,262.52243350456365,264.8317882573433
p113,3,271.5489986908355,273.6299352579478
p113,4,276.79629832405345,278.38174982349875
p113,5,283.57804302231585,285.0173116333406
p113,6,288.07711657891866,289.27690295993386
p113,7,289.31190999865237,290.44291626799327
p113,8,287.93448468513805,289.08524569540896
p113,9,283.91862277403186,285.35562181481566
p113,10,277.7131384055259,279.18622671940227
p113,11,271.94775871679064,273.42553972018663
p113,12,266.67531146920106,268.30871658142433
