rb,Month,CI_min_lower,CI_min_upper
p19,1,256.0215143364117,258.3768245654048
p19,2,256.3924492567226,258.4887698036949
p19,3,264.9504009741971,267.0417673753848
p19,4,272.4034957653551,273.69698779528704
p19,5,278.4967627791135,279.57225695505076
p19,6,283.77545275548874,284.81019372727025
p19,7,288.61790144410503,289.5408502501985
p19,8,287.1880242537833,288.0583189938608
p19,9,281.88226173852354,283.012336740873
p19,10,274.70998929788914,276.01745161541294
p19,11,267.09887359229765,268.9730510868824
p19,12,256.8444950397435,258.8424249886772
