rb,Month,CI_min_lower,CI_min_upper
p56,1,269.4508107691645,271.1386056634261
p56,2,271.2063279475865,273.2134056555915
p56,3,278.4618660496721,280.2262806080341
p56,4,282.05543436900024,283.63329036542456
p56,5,287.6111940186319,288.788425483028
p56,6,292.966555673963,293.7232900456618
p56,7,294.33357104733614,294.98526432133315
p56,8,293.6654077778453,294.60932359760375
p56,9,288.7542653501414,289.91066490607204
p56,10,282.2868374263749,283.71800798519695
p56,11,277.41537496380477,278.9273448363808
p56,12,271.74407256455504,273.2619028586589
