rb,Month,CI_min_lower,CI_min_upper
p23,1,261.18961977296857,263.00496408193766
p23,2,262.1620471009934,263.9226875460955
p23,3,269.458598820492,270.94605640626463
p23,4,272.9323222056753,274.1730752592015
p23,5,277.9724696441452,279.20253534036686
p23,6,283.7515097129927,284.81804267132003
p23,7,289.25883092714787,290.10858297988216
p23,8,287.93518121359733,288.7893982999338
p23,9,282.29093130226136,283.33851776504366
p23,10,275.14955640209854,276.5065688887922
p23,11,269.74214492149184,271.2780215648584
p23,12,261.9995550910957,263.71674807441667
