rb,Month,CI_min_lower,CI_min_upper
p44,1,253.32654321508846,255.7157328566559
p44,2,255.00652440802585,257.3417692228304
p44,3,264.97925558641225,267.65541371748066
p44,4,273.9558691948571,275.6384206389547
p44,5,281.6956999524923,283.0745261262632
p44,6,286.89838230464335,287.96006141042704
p44,7,289.2576714395138,290.22996039321976
p44,8,287.37754367441426,288.4326165658247
p44,9,282.5989779263411,283.9188211907395
p44,10,276.3105815492139,277.77971355949705
p44,11,269.5562964623282,271.1105537392493
p44,12,257.4011033040203,259.3820443907758
