rb,Month,CI_min_lower,CI_min_upper
p10,1,279.7940355092455,280.692559551168
p10,2,279.3230693912537,280.1521010216199
p10,3,280.77047093028295,281.5829760323235
p10,4,281.87682227221467,282.83413085298014
p10,5,284.45308131484677,285.2763607124387
p10,6,287.35406389639166,288.13528506487984
p10,7,290.9278043979273,291.5487016353719
p10,8,291.5636828470627,292.2983674436858
p10,9,290.2613082315747,291.13354741503423
p10,10,286.15185719543155,287.0959188236481
p10,11,282.80516290020364,283.757360963882
p10,12,279.19722170603876,280.0619624096052
