rb,Month,CI_max_lower,CI_max_upper
p133,1,272.8924422704238,274.4717414696194
p133,2,273.5787359037727,274.87759769276676
p133,3,278.8168327770118,280.40433751062284
p133,4,285.6494351022661,287.1342994820817
p133,5,291.16496239255844,292.485489814851
p133,6,295.4190413060324,296.62286176007484
p133,7,299.4359218173512,300.21955879389907
p133,8,298.33414913577155,299.15482339236087
p133,9,294.69112095817354,295.641484960703
p133,10,288.3726781862805,289.6031349193819
p133,11,281.79202305058527,283.0500785997624
p133,12,275.93415764668526,277.42242224322473
