rb,Month,CI_min_lower,CI_min_upper
p64,1,276.38901223743966,277.82781995846887
p64,2,278.23237920551003,280.1432269238554
p64,3,282.90433453687086,284.43742687486935
p64,4,286.64429845674687,288.05243844737464
p64,5,291.24922225942146,292.1843572963327
p64,6,294.40048208274294,294.85929751523037
p64,7,295.247286799323,295.5920869647199
p64,8,295.4763731910702,295.81425930505367
p64,9,292.3154201531156,293.1385028934592
p64,10,286.6055447946193,287.9565778028307
p64,11,281.92832054091963,283.43201023395676
p64,12,277.6701633034421,279.311142617103
