rb,Month,CI_min_lower,CI_min_upper
p104,1,262.9223664876249,264.851558092656
p104,2,261.56297631403396,263.5829497213063
p104,3,269.33776359085374,271.3288167528381
p104,4,275.7260744827859,276.9376882494991
p104,5,281.6603933822978,282.85994426050297
p104,6,286.4604478062477,287.48199428036486
p104,7,288.16085056183766,289.0838669301393
p104,8,286.8666084582964,287.8194184610906
p104,9,283.33584612346743,284.46780552959154
p104,10,278.6279782245394,279.81689035363894
p104,11,273.5259126339242,274.60740698771355
p104,12,266.92792611016324,268.2439317983861
