rb,Month,CI_max_lower,CI_max_upper
p25,1,271.10673269874616,272.25625916927817
p25,2,273.98959230169595,274.99233919134286
p25,3,279.4265081928924,280.8483735545752
p25,4,284.53193364386226,286.13169262524303
p25,5,290.309046194249,291.8050063173683
p25,6,296.87972991834914,298.317672361736
p25,7,302.29193077414,302.9218375074665
p25,8,301.2253090170916,301.9278610795866
p25,9,296.2572033725936,297.1660492510532
p25,10,286.9963518407094,288.46713794522907
p25,11,279.7088871206488,281.2319557534138
p25,12,272.12604166240266,273.4044426882677
