rb,Month,CI_min_lower,CI_min_upper
p12,1,267.40095799502444,268.605666035794
p12,2,268.9547823625795,270.00554672481996
p12,3,271.85409452075504,272.88750515431747
p12,4,274.2016740217442,275.38395238377973
p12,5,278.36908313668334,279.6185752054955
p12,6,283.1151046348689,284.25491309403424
p12,7,288.26337329915515,288.9473212400745
p12,8,287.4287497861201,288.16206923168136
p12,9,284.10930126377514,285.0807865275158
p12,10,277.7516689626293,278.89265237980567
p12,11,273.04119762777464,274.2865962157847
p12,12,267.6924499921624,268.9865260912706
