rb,Month,CI_min_lower,CI_min_upper
p15,1,265.54077439937913,266.8284371820312
p15,2,268.27156898340246,269.2902426335609
p15,3,271.7458510067909,272.6973232237675
p15,4,274.4476911987702,275.64382658921505
p15,5,279.1551740160242,280.44594250815584
p15,6,283.73189896134795,284.9025285255111
p15,7,289.5847488986045,290.53735455744606
p15,8,288.48975351391056,289.4515259416358
p15,9,284.34111380870837,285.38198886135893
p15,10,277.5459854766117,278.7720334448014
p15,11,272.062596395129,273.3771477116622
p15,12,266.53720313783765,267.8534826686323
