rb,Month,CI_min_lower,CI_min_upper
p49,1,267.46472300294676,268.82143200909337
p49,2,269.1458573973835,270.68447985396784
p49,3,275.1693032424746,276.54931294943526
p49,4,279.21778187741006,280.50090673026375
p49,5,284.56302702365525,285.7298773005668
p49,6,291.06762982622513,291.9250671833662
p49,7,293.64566394610165,294.28335783847297
p49,8,292.5386960889584,293.29229272829815
p49,9,286.91251440052497,287.9961188677926
p49,10,279.6520626853622,280.98379630497476
p49,11,273.72046465318834,274.9825994603074
p49,12,268.2221198396901,269.4456517139654
