rb,Month,CI_max_lower,CI_max_upper
p20,1,271.95933256231154,273.6431511329443
p20,2,273.31290668609483,274.90383448167177
p20,3,281.7929700556229,283.6394366879153
p20,4,285.7459189904229,287.62625624655055
p20,5,291.1644645467652,292.89491274286775
p20,6,297.5594876040197,299.2620222308415
p20,7,304.8715088900884,305.94598684992445
p20,8,303.87139783143664,305.02037876584166
p20,9,297.9214412995228,299.29826454474994
p20,10,286.64030938730747,288.59284220943556
p20,11,279.2679747995045,281.25461596450464
p20,12,270.98745319058094,272.7982920314216
