rb,Month,CI_max_lower,CI_max_upper
p128,1,274.92390613819856,276.26850837479407
p128,2,275.2690307239234,276.4451301906686
p128,3,279.4102351400919,280.6025261503921
p128,4,284.7775112262082,285.8825971366071
p128,5,290.02083157100276,290.99185278667585
p128,6,295.0494157837577,295.98687329560346
p128,7,298.7331130405467,299.4133217919751
p128,8,298.2835182368211,298.93588267718667
p128,9,294.8045661727579,295.5624037550703
p128,10,289.12984026367434,290.18931982120097
p128,11,282.9590746652278,283.98801187127725
p128,12,277.70379291924246,278.98209995361185
