rb,Month,CI_min_lower,CI_min_upper
p105,1,262.12292828528143,264.1364718973032
p105,2,261.969761841889,264.2124119936548
p105,3,271.22021554882326,273.22646986044504
p105,4,276.7918273552773,278.22270921407915
p105,5,283.2752210857496,284.61736029751984
p105,6,288.2804092123612,289.4320884755331
p105,7,289.48962733166405,290.5445719780634
p105,8,287.76715867382364,288.8961716510336
p105,9,283.9577279622252,285.2772572917259
p105,10,278.44953410496976,279.86768708947454
p105,11,272.78602399650407,274.0656972599027
p105,12,266.04266028132827,267.646670844696
