rb,Month,CI_max_lower,CI_max_upper
p59,1,285.85496660371086,286.95761404145037
p59,2,289.259172049942,290.6760044206461
p59,3,294.83772111588615,296.0770100669095
p59,4,299.0717212069667,300.0728343485889
p59,5,303.0066446498328,303.95873169425323
p59,6,308.5337360386181,309.24826396138184
p59,7,306.918069954637,307.69074724966396
p59,8,307.53085690666495,308.30419685677595
p59,9,303.9369099293507,304.71075673731605
p59,10,299.4234022043586,300.39874833327576
p59,11,292.3191270676708,293.52776182121806
p59,12,285.9963244788887,287.30411030372
