rb,Month,CI_max_lower,CI_max_upper
p103,1,269.1627792144568,270.59167810224824
p103,2,269.46778608563807,270.9399574223281
p103,3,276.9612703714828,278.99870816782106
p103,4,284.75937143849467,286.4310549028545
p103,5,291.72735883256126,293.0790471999383
p103,6,296.5977773791133,297.6717330115252
p103,7,299.19521919048884,300.12715389310904
p103,8,298.2838900743249,299.20255370079684
p103,9,293.99224681684024,295.16191646351587
p103,10,286.9204948803359,288.37136613108373
p103,11,279.69363566802406,281.0453106654612
p103,12,272.14806044066944,273.2727259226859
