rb,Month,CI_min_lower,CI_min_upper
p132,1,263.84142101097484,265.6005742726138
p132,2,264.2964334086465,265.9514201754648
p132,3,269.6448375680143,271.2880010771371
p132,4,276.1154531624543,277.286606276302
p132,5,281.9217447941591,283.0815803311895
p132,6,286.9695561119747,287.9962430096349
p132,7,290.1918636072166,291.0385293944723
p132,8,289.1481608438121,289.9830232515325
p132,9,285.31249869451847,286.5252609801013
p132,10,279.59657573805214,280.9061009408525
p132,11,274.1753494127967,275.3992885669007
p132,12,267.75037151588856,269.24565885031234
