rb,Month,CI_max_lower,CI_max_upper
p110,1,277.03524520766706,278.84509869461766
p110,2,278.5765524754371,280.4539942595163
p110,3,286.68451940725737,288.61640312765047
p110,4,291.90731492791514,293.5358459473835
p110,5,296.3402291489411,297.61839830697085
p110,6,300.9195898134088,301.75989413005954
p110,7,302.02025586819445,302.8471600680168
p110,8,302.2229825712895,303.01654388262665
p110,9,298.402482950083,299.65162894676826
p110,10,291.9788798330985,293.6966529887309
p110,11,285.84461654205194,287.38040051548677
p110,12,279.2951161206622,281.07819516419397
