rb,Month,CI_min_lower,CI_min_upper
p86,1,274.1783865932014,275.84729367698804
p86,2,275.66911418430203,277.52647360554175
p86,3,281.1779200390891,282.78330627791564
p86,4,284.77007328194617,286.17777823902264
p86,5,289.7213447281384,290.7498916384763
p86,6,294.2196648652065,294.7575010859631
p86,7,295.5025959075546,295.9751242726232
p86,8,295.4409297371679,296.10419656576033
p86,9,291.45923830540397,292.58157935404273
p86,10,284.0703389078268,285.5486483276786
p86,11,279.6258007253077,281.1207721754116
p86,12,275.77162806372934,277.51071767607203
