rb,Month,CI_min_lower,CI_min_upper
p83,1,262.8207690298834,264.78625284710245
p83,2,263.4361831378034,265.7322153797582
p83,3,273.2176574395614,275.1910412513478
p83,4,278.10185749068535,279.63129312238857
p83,5,284.6832064584182,286.01887603309945
p83,6,289.80659536002213,290.9058748619782
p83,7,290.8242601157955,291.8690874656228
p83,8,288.94496427970955,290.1342591608335
p83,9,285.07040733789694,286.42543177501483
p83,10,279.14460113867136,280.64240762066237
p83,11,273.25583837542587,274.6193042076788
p83,12,266.57449594019675,268.26918312396987
