rb,Month,CI_min_lower,CI_min_upper
p100,1,267.34082571446993,268.8660364098837
p100,2,267.19030431672854,268.800228788382
p100,3,273.8061661822929,275.4861760586587
p100,4,278.6594346632943,280.1510347566676
p100,5,284.3643291137763,285.6776682656563
p100,6,289.0568228330088,290.13709515048026
p100,7,291.02212862604733,291.95094682583704
p100,8,290.4575377828319,291.23108320968197
p100,9,286.2763951552391,287.4556742231471
p100,10,280.09884349331924,281.5115950884051
p100,11,274.510940390598,275.771429711326
p100,12,269.49634032094116,270.87697542338265
