rb,Month,CI_max_lower,CI_max_upper
p49,1,279.8111837447561,281.66934033734
p49,2,281.85636433726347,284.09021468599383
p49,3,290.47039144464395,292.3606194822777
p49,4,294.8549390588398,296.64423605749766
p49,5,300.2254556285832,301.78589155238296
p49,6,307.18839308413123,308.3846033208662
p49,7,308.61406493047684,309.5412648641486
p49,8,308.3359745436035,309.4440085909941
p49,9,302.85039381330813,304.0755488319281
p49,10,294.93757225913845,296.6792998723567
p49,11,288.6862342347118,290.3671832798976
p49,12,279.80914032317327,281.6200184866654
