rb,Month,CI_min_lower,CI_min_upper
p61,1,274.230673900543,275.40963617713885
p61,2,275.85663664617095,277.57860578186717
p61,3,281.1114485558481,282.5340265264219
p61,4,285.10033432627836,286.3418516862936
p61,5,289.8181985557729,290.7419629956884
p61,6,294.3850570862622,294.79606588233327
p61,7,294.9878940611399,295.34761731999464
p61,8,295.21411689583067,295.64171063845583
p61,9,291.3582384944113,292.14213570013163
p61,10,285.3822389953398,286.6549632439667
p61,11,280.0449360901637,281.39212890489523
p61,12,275.2305076270768,276.5366516505162
