rb,Month,CI_max_lower,CI_max_upper
p91,1,287.95671485391745,289.31730928849606
p91,2,289.45176851935975,290.7877495172797
p91,3,293.63023321274073,294.5922111648592
p91,4,296.76139022140796,297.5630818991166
p91,5,300.74686613204545,301.3430261235963
p91,6,303.93162724133043,304.4509461788762
p91,7,303.9631284646272,304.40993964641063
p91,8,304.164216530689,304.7470323821845
p91,9,302.4711480733632,302.9527404605616
p91,10,298.0142876483574,298.97855226322014
p91,11,293.1669205082918,294.1023776433898
p91,12,289.9407042748296,291.2351615151746
