rb,Month,CI_min_lower,CI_min_upper
p41,1,258.4126666607967,260.55998867705483
p41,2,260.42179941198367,262.64565741487377
p41,3,270.93749827455326,273.1298040241621
p41,4,276.9397021032868,278.57078201625825
p41,5,283.77730176374246,285.211727440858
p41,6,289.49090546129895,290.5988509537913
p41,7,291.8311997999258,292.8723511745093
p41,8,289.73384864436554,290.9648077478127
p41,9,283.87911582314246,285.30047869910186
p41,10,277.8054874230901,279.3758800997074
p41,11,271.59117081785394,272.9410152254437
p41,12,261.63676755919687,263.56181654108286
