rb,Month,CI_min_lower,CI_min_upper
p71,1,261.69874950611245,263.76050247957994
p71,2,262.82049484807146,265.18794324807425
p71,3,273.12618741759616,275.239788244558
p71,4,278.3244534842149,279.9056790927144
p71,5,284.66504395041954,286.02412842106685
p71,6,290.49038960318484,291.47516105172105
p71,7,291.84934504145247,292.84236122350353
p71,8,290.2531682338053,291.36555866495195
p71,9,284.9942994152659,286.36355766727365
p71,10,278.9097009647169,280.43968756983304
p71,11,273.15818737087466,274.59265981185854
p71,12,265.17687244178836,266.9335140492745
