rb,Month,CI_min_lower,CI_min_upper
p110,1,268.1916550791399,269.9839434020997
p110,2,268.8958418581718,270.8048643635126
p110,3,275.9451029254147,277.771670505902
p110,4,280.2335105228009,281.7971698125208
p110,5,285.693857134433,286.94650901497374
p110,6,290.08123984796157,291.00757928152404
p110,7,291.61483880221954,292.48137708908337
p110,8,290.6555026179175,291.55663487902757
p110,9,286.83688839474047,287.9880853592121
p110,10,280.65411950199643,282.0391765800058
p110,11,275.51113358319327,276.8550796008204
p110,12,270.8552696321322,272.5068340610906
