rb,Month,CI_max_lower,CI_max_upper
p127,1,272.271503034756,273.7255934114551
p127,2,272.9031474455712,274.2701900802283
p127,3,278.55582184185414,280.1160374083762
p127,4,285.6825575327804,287.17058472529607
p127,5,291.8512872470618,293.034943306315
p127,6,296.29581981977327,297.3008353277484
p127,7,299.4298734282955,300.19173094569084
p127,8,298.4458402539553,299.254613307989
p127,9,294.61876117702104,295.60945757188153
p127,10,287.91641925610685,289.19995934885316
p127,11,281.35458201546237,282.52089597995746
p127,12,274.83961678702974,276.13635220516676
