rb,Month,CI_max_lower,CI_max_upper
p53,1,274.418098681551,276.21173282387304
p53,2,276.67445417185235,278.7176987304518
p53,3,286.19204004724656,288.22164147844524
p53,4,291.81026860379376,293.48972838627986
p53,5,297.5179747383261,298.82081352741216
p53,6,304.4650784808011,305.62802426512854
p53,7,307.23195352996754,308.42529223606175
p53,8,307.39077145115425,308.56792413801384
p53,9,300.6197456495681,301.8880596565169
p53,10,292.4964199916885,294.15335087233495
p53,11,285.64992237272793,287.2367255918781
p53,12,276.1135072540582,277.82945376797323
