rb,Month,CI_max_lower,CI_max_upper
p40,1,270.2904637128175,272.125917195682
p40,2,272.6585588821884,274.4393093260259
p40,3,283.10024940476603,285.3912629685947
p40,4,288.8291124458727,290.739346188208
p40,5,295.77486568114546,297.2855597568964
p40,6,301.73657539073423,303.0176057324297
p40,7,305.5229066162971,306.7052827973959
p40,8,305.58021283380646,306.7419130722896
p40,9,299.4059682227418,300.81050107410164
p40,10,289.6282701884739,291.49312312238857
p40,11,282.3830960376187,284.06077972841575
p40,12,272.1669707178391,273.92341406579084
