rb,Month,CI_max_lower,CI_max_upper
p18,1,269.05521559390814,270.5422231953398
p18,2,270.19585914538294,271.4273915271621
p18,3,275.7774288834007,277.11889254715516
p18,4,280.1705065733266,281.77464273329036
p18,5,286.24592288812744,287.8728969716334
p18,6,292.24108592363336,293.7294087443837
p18,7,299.36586343023873,300.3882282398522
p18,8,298.58750575487386,299.66250194590646
p18,9,293.59339239496313,294.91320658319813
p18,10,282.7043956193813,284.4867236582749
p18,11,275.1872047120132,276.9702691149829
p18,12,267.92734657012596,269.60465204581686
