rb,Month,CI_min_lower,CI_min_upper
p9,1,277.47919102588736,278.28872191832676
p9,2,277.8124247053837,278.5869875292052
p9,3,278.5918699451425,279.35041082513936
p9,4,279.38438268780675,280.32109876709495
p9,5,281.95854522075786,282.7049020968052
p9,6,284.70669656203336,285.4380003530946
p9,7,286.45987127485006,286.97225123906566
p9,8,286.76597031166006,287.3451054167244
p9,9,286.23631733812965,286.9523699552374
p9,10,283.52387083602895,284.304975443964
p9,11,280.14470169623274,281.0512495479624
p9,12,277.1532382595339,278.0271681202525
