rb,Month,CI_min_lower,CI_min_upper
p58,1,278.1460312346455,279.75679119296245
p58,2,279.6007387885678,281.3740032393546
p58,3,284.080005850623,285.52552771570174
p58,4,287.5513657258062,288.77798218473544
p58,5,291.9611181661806,292.7799118968458
p58,6,295.604395581568,296.0327679470892
p58,7,296.54187270589904,296.8265137741267
p58,8,296.6261755587218,297.02056641029515
p58,9,293.5166612088699,294.4011114323762
p58,10,287.2019267362158,288.6214487400521
p58,11,282.79873947602306,284.1944596874915
p58,12,279.77589893429024,281.4462315149674
