rb,Month,CI_max_lower,CI_max_upper
p67,1,288.1618793696941,289.7937002031734
p67,2,290.52112803395545,292.2460388986995
p67,3,295.44942406645725,296.6299326502117
p67,4,299.31488871650527,300.3040120698138
p67,5,303.972755225775,304.686399566775
p67,6,307.497460037,308.1725837486507
p67,7,307.43599373702824,308.18869104860386
p67,8,308.69237577916283,309.416222532712
p67,9,305.3292826405865,306.1193596042219
p67,10,300.5988557810184,301.66101561174594
p67,11,295.379303168173,296.69784677209327
p67,12,290.46627869478925,292.11701733395125
