rb,Month,CI_min_lower,CI_min_upper
p55,1,266.0125488244142,267.9721901434986
p55,2,268.0774951521519,270.1715628708965
p55,3,276.3529121316141,278.2950434974269
p55,4,280.2581672898682,281.96685043831667
p55,5,286.1836921971953,287.49426718658225
p55,6,291.5895564683943,292.44538042690175
p55,7,293.1336727735712,293.8656037532603
p55,8,292.0497540111689,293.1036879752576
p55,9,286.90298387569584,288.18857537871367
p55,10,280.3632383661755,281.8612493013016
p55,11,275.26377473824476,276.83886178597794
p55,12,268.80381826706457,270.4274879377682
