rb,Month,CI_min_lower,CI_min_upper
p78,1,255.30248212282257,257.68691014466356
p78,2,256.99186147080934,259.40473463027126
p78,3,266.3874247703623,268.9054897947495
p78,4,274.2636228413415,275.6525098518186
p78,5,280.6683688609343,282.07285069588426
p78,6,286.35881464972135,287.5212801652308
p78,7,288.4041340601699,289.53073087959297
p78,8,286.6532665183535,287.8007559929428
p78,9,281.7056067495993,283.0896228283074
p78,10,276.2432168322192,277.70130536731347
p78,11,270.10611132724824,271.53645450520486
p78,12,259.96125928898954,262.11201616188913
