rb,Month,CI_max_lower,CI_max_upper
p113,1,272.5828909740916,274.2164215537067
p113,2,273.3744091618563,275.1272801656527
p113,3,282.9935149732355,285.14807432348437
p113,4,289.250698182354,290.89480108359373
p113,5,295.15834884619426,296.559420277282
p113,6,299.9069291359958,300.8768216773756
p113,7,301.52700122550993,302.45717593639074
p113,8,301.38278074883067,302.286506468988
p113,9,297.26933582299665,298.5714501565573
p113,10,289.9862897790146,291.63387162139105
p113,11,282.7599842711275,284.3844401787266
p113,12,275.16497966493375,276.646050982736
