rb,Month,CI_min_lower,CI_min_upper
p50,1,269.3089899990742,270.90658211146643
p50,2,271.40714784636464,273.41707012431436
p50,3,278.6818794875786,280.42847807694125
p50,4,282.7401683254176,284.29327095956046
p50,5,288.13207664636883,289.4006257525588
p50,6,294.25372135124445,295.01165576779823
p50,7,295.5812532672075,296.21685791039494
p50,8,294.66395560949667,295.5720749522905
p50,9,289.4028236352807,290.58797590126755
p50,10,282.51814781081373,283.96937393000564
p50,11,277.2944798457107,278.75960553565744
p50,12,270.97736419386706,272.46362700445445
