rb,Month,CI_max_lower,CI_max_upper
p76,1,265.60460665549306,267.31275184221624
p76,2,267.26387602850326,268.8487691984113
p76,3,275.4824150184094,277.7452734543022
p76,4,284.0243251237839,285.86827927567833
p76,5,291.98718196965865,293.434994385266
p76,6,296.837390154103,298.03670822890945
p76,7,299.87936254494116,300.96836839158993
p76,8,298.9063570360064,299.9324142385393
p76,9,293.83936520804406,295.21164889033884
p76,10,286.1070829084303,287.71375077550925
p76,11,278.21175715368446,279.6925369657685
p76,12,268.9130959720797,270.32546884746597
