rb,Month,CI_min_lower,CI_min_upper
p95,1,272.27587290858037,273.7853496282828
p95,2,273.46859862883895,274.912658823611
p95,3,278.55568833297684,280.0715991119846
p95,4,282.29974607330126,283.61115594710276
p95,5,287.4877507611482,288.4979764490409
p95,6,292.2848453072271,293.0210438663381
p95,7,293.76748428142366,294.43739214678817
p95,8,293.51715432769396,294.14118346705067
p95,9,289.4092003025229,290.3146504876295
p95,10,282.98249270433905,284.2920755497644
p95,11,277.5612207819165,278.7881948360149
p95,12,274.60736990662764,276.092522444075
