rb,Month,CI_max_lower,CI_max_upper
p74,1,264.7817182644434,266.47788721775305
p74,2,265.31553977784625,266.85225292053764
p74,3,272.55787541414253,274.27016906522437
p74,4,279.1107527644286,280.59915434162934
p74,5,286.21450151325854,287.485785701137
p74,6,290.8003390988034,291.8586607001889
p74,7,293.88579825140596,294.68359612770155
p74,8,293.6064858053615,294.364924147375
p74,9,289.55999436886174,290.75224354763367
p74,10,283.1342032666577,284.4580425028766
p74,11,276.5045432341582,277.7263772195655
p74,12,269.00922736950395,270.07933169492856
